price,stNumber,stName,size,beacon,baseFloor,buildingStyle,elevators,rooms,bedrooms,fullBathrooms,halfBathrooms,garage
375000,112,SEWALL AVE,931,0,2,LOW-RISE,0,3,1,1,0,0
292000,77,POND AVE,860,0,9,HIGH-RISE,5,3,1,1,0,1
550000,45,LONGWOOD AVE,1161,0,8,MID-RISE,2,4,2,2,0,1
295700,769,BOYLSTON ST,1016,0,2,DECKER,0,5,3,1,0,0
670000,76,MARSHAL ST,1580,0,2,ROW-MIDDLE,0,6,3,2,0,0
214500,44,WASHINGTON ST,500,0,9,HIGH-RISE,5,2,1,1,0,1
930000,124,LONGWOOD AVE,2260,0,2,ROW-END,0,7,3,2,0,0
525000,137,BEACONSFIELD RD,1560,0,1,LOW-RISE,0,5,2,2,0,0
450000,154,HARVARD ST,1422,0,2,LOW-RISE,0,7,4,2,0,0
500000,63,BABCOCK ST,1070,0,1,ROW-END,0,5,2,1,0,1
511100,20,WEBSTER ST,950,0,6,MID-RISE,2,4,2,2,0,1
417500,231,RAWSON RD,895,0,1,ROW-MIDDLE,0,4,2,1,0,0
205000,197,KENT ST,425,0,1,LOW-RISE,2,2,1,1,0,0
359550,7,REGENT CIR,868,0,4,ROW-MIDDLE,0,3,1,1,0,0
455000,120,FRANKLIN ST,1264,0,2,DECKER,0,6,3,1,1,0
335000,1450,BEACON ST,713,1,7,HIGH-RISE,4,3,1,1,0,0
410000,16,ADDINGTON RD,932,0,4,MID-RISE,1,4,2,2,0,0
465000,399,WASHINGTON ST,1110,0,1,LOW-RISE,0,5,2,1,0,0
208000,44,WASHINGTON ST,500,0,3,HIGH-RISE,5,2,1,1,0,0
451000,60,ASPINWALL AVE,1490,0,2,DECKER,0,6,3,1,0,0
472500,32,JAMES ST,1100,0,1,LOW-RISE,0,5,3,1,0,0
225500,34,WINCHESTER ST,447,0,3,LOW-RISE,0,3,1,1,0,0
414500,131,SEWALL AVE,854,0,6,MID-RISE,2,3,1,1,0,0
726000,336,TAPPAN ST,1620,0,3,ROW-MIDDLE,0,6,2,2,0,0
566500,17,STRATHMORE RD,1348,0,3,ROW-MIDDLE,0,6,3,2,0,0
879000,629,HAMMOND ST,1819,0,4,LOW-RISE,2,5,3,2,1,2
335000,337,TAPPAN ST,761,0,2,LOW-RISE,0,4,1,1,0,0
340000,275,CYPRESS ST,649,0,1,LOW-RISE,0,3,1,1,0,0
466000,127,BROWNE ST,988,0,3,DECKER,0,5,2,1,0,1
315000,6,PERRY ST,900,0,1,LOW-RISE,0,5,2,1,0,0
652500,113,CENTRE ST,1726,0,1,CLUSTER-TYPE,0,6,3,2,0,1
305000,77,POND AVE,860,0,8,HIGH-RISE,5,3,1,1,0,1
545000,159,ST PAUL ST,1115,0,4,LOW-RISE,0,5,2,2,0,0
445000,86,GRIGGS RD,1067,0,3,LOW-RISE,0,4,2,2,0,0
635000,295,TAPPAN ST,1550,0,2,DECKER,0,6,2,2,0,0
385000,413,WASHINGTON ST,1100,0,1,LOW-RISE,0,5,2,1,0,0
318000,21,WESTBOURNE TER,896,0,3,LOW-RISE,0,4,2,1,0,0
364000,1731,BEACON ST,925,1,5,HIGH-RISE,2,4,1,1,0,1
905000,11,LONGWOOD AVE,1700,0,3,LOW-RISE,1,6,3,2,1,0
750000,43,GARDNER RD,1539,0,1,DECKER,0,6,3,2,0,1
644000,1,REGENT CIR,1509,0,1,ROW-END,0,6,2,1,1,0
365000,7,LEVERETT ST,865,0,3,DECKER,0,5,2,1,0,0
310000,22,PERRY ST,659,0,1,ROW-END,0,4,2,1,0,0
401500,43,PRINCE ST,956,0,1,DECKER,0,5,2,1,1,0
607000,94,UNIVERSITY RD,1183,0,3,ROW-END,1,6,2,2,0,0
335000,42,BROWNE ST,872,0,1,LOW-RISE,0,4,1,1,0,0
357000,22,PARKMAN ST,722,0,1,LOW-RISE,0,4,1,1,0,1
610000,40,CLAFLIN RD,1405,0,3,DECKER,0,6,3,2,0,0
478750,27,VERNDALE ST,1106,0,3,DECKER,0,4,2,1,0,0
700000,150,CLARK RD,3175,0,1,DECKER,0,9,4,2,0,1
572500,120,BEACONSFIELD RD,1963,0,3,CLUSTER-TYPE,1,5,2,1,1,1
610000,150,WALNUT ST,1462,0,2,DECKER,0,5,2,2,0,0
355000,179,HIGH ST,980,0,3,DECKER,0,5,3,1,0,0
345000,47,GIBBS ST,923,0,1,DECKER,0,5,1,1,0,0
510000,63,BABCOCK ST,1070,0,3,ROW-END,0,5,2,1,0,0
620000,10,KILSYTH RD,1597,0,2,ROW-END,0,7,3,2,0,0
470000,229,FREEMAN ST,1023,0,1,LOW-RISE,0,5,2,1,1,0
